origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
KEN,False,True,FRA,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,ASY,all,all,None,None,39,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,f,all,None,None,121,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,m,all,None,None,87,2022-01-01,2022-12-31
KEN,False,True,FRA,False,False,REF,all,all,None,None,208,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,ASY,all,all,None,None,390,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GBR,False,False,REF,all,all,None,None,337,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,f,all,None,None,6,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,ASY,all,all,None,None,6,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,GRC,False,False,REF,all,all,None,None,31,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,18-59,18,59,29,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,f,all,None,None,29,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,18-59,18,59,5,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,IND,False,False,ASY,all,all,None,None,34,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,5-11,5,11,5,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,18-59,18,59,22,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,f,all,None,None,27,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,5-11,5,11,5,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,18-59,18,59,17,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,m,all,None,None,22,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,ASY,all,all,None,None,49,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,5-11,5,11,9,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,18-59,18,59,26,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,f,all,None,None,35,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,12-17,12,17,5,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,18-59,18,59,11,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,m,all,None,None,16,2022-01-01,2022-12-31
KEN,False,True,IRL,False,False,REF,all,all,None,None,51,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ISL,False,False,REF,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ISR,False,False,ASY,all,all,None,None,133,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,f,all,None,None,12,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,ASY,all,all,None,None,17,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,ITA,False,False,REF,all,all,None,None,22,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,18-59,18,59,5,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,f,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,ASY,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,18-59,18,59,5,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,f,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,JOR,False,True,REF,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,f,all,None,None,195107,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,m,all,None,None,206249,2022-01-01,2022-12-31
KEN,False,True,KEN,False,True,HST,all,all,None,None,401356,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,KOR,False,False,ASY,all,all,None,None,42,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,18-59,18,59,13,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,f,all,None,None,13,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,0-4,0,4,5,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,LBN,False,True,ASY,all,all,None,None,18,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,18-59,18,59,5,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,MEX,False,True,ASY,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,0-4,0,4,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,ASY,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,18-59,18,59,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,m,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,NAM,False,False,REF,all,all,None,None,5,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,f,all,None,None,7,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,m,all,None,None,8,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,ASY,all,all,None,None,15,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NLD,False,False,REF,all,all,None,None,29,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,f,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,18-59,18,59,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,60+,60,None,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,m,all,None,None,0,2022-01-01,2022-12-31
KEN,False,True,NOR,False,False,REF,all,all,None,None,8,2022-01-01,2022-12-31
